"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Nodaway County, MO"	"29147"	"2020 "	"2020"	Suppressed	21743	Suppressed
	"Oregon County, MO"	"29149"	"2016"	"2016"	Suppressed	10789	Suppressed
	"Oregon County, MO"	"29149"	"2017"	"2017"	Suppressed	10558	Suppressed
	"Oregon County, MO"	"29149"	"2018"	"2018"	Suppressed	10541	Suppressed
	"Oregon County, MO"	"29149"	"2019"	"2019"	Suppressed	10529	Suppressed
	"Oregon County, MO"	"29149"	"2020 "	"2020"	Suppressed	10411	Suppressed
	"Osage County, MO"	"29151"	"2016"	"2016"	Suppressed	13664	Suppressed
	"Osage County, MO"	"29151"	"2017"	"2017"	Suppressed	13662	Suppressed
	"Osage County, MO"	"29151"	"2018"	"2018"	Suppressed	13714	Suppressed
	"Osage County, MO"	"29151"	"2019"	"2019"	Suppressed	13615	Suppressed
	"Osage County, MO"	"29151"	"2020 "	"2020"	Suppressed	13535	Suppressed
	"Ozark County, MO"	"29153"	"2016"	"2016"	Suppressed	9237	Suppressed
	"Ozark County, MO"	"29153"	"2017"	"2017"	Suppressed	9186	Suppressed
	"Ozark County, MO"	"29153"	"2018"	"2018"	Suppressed	9017	Suppressed
	"Ozark County, MO"	"29153"	"2019"	"2019"	Suppressed	9174	Suppressed
	"Ozark County, MO"	"29153"	"2020 "	"2020"	Suppressed	9083	Suppressed
	"Pemiscot County, MO"	"29155"	"2016"	"2016"	Suppressed	17073	Suppressed
	"Pemiscot County, MO"	"29155"	"2017"	"2017"	Suppressed	16826	Suppressed
	"Pemiscot County, MO"	"29155"	"2018"	"2018"	Suppressed	16272	Suppressed
	"Pemiscot County, MO"	"29155"	"2019"	"2019"	Suppressed	15805	Suppressed
	"Pemiscot County, MO"	"29155"	"2020 "	"2020"	Suppressed	15600	Suppressed
	"Perry County, MO"	"29157"	"2016"	"2016"	Suppressed	19285	Suppressed
	"Perry County, MO"	"29157"	"2017"	"2017"	Suppressed	19225	Suppressed
	"Perry County, MO"	"29157"	"2018"	"2018"	Suppressed	19150	Suppressed
	"Perry County, MO"	"29157"	"2019"	"2019"	Suppressed	19136	Suppressed
	"Perry County, MO"	"29157"	"2020 "	"2020"	Suppressed	19194	Suppressed
	"Pettis County, MO"	"29159"	"2016"	"2016"	Suppressed	42213	Suppressed
	"Pettis County, MO"	"29159"	"2017"	"2017"	Suppressed	42558	Suppressed
	"Pettis County, MO"	"29159"	"2018"	"2018"	Suppressed	42542	Suppressed
	"Pettis County, MO"	"29159"	"2019"	"2019"	Suppressed	42339	Suppressed
	"Pettis County, MO"	"29159"	"2020 "	"2020"	Suppressed	42490	Suppressed
	"Phelps County, MO"	"29161"	"2016"	"2016"	Suppressed	44608	Suppressed
	"Phelps County, MO"	"29161"	"2017"	"2017"	Suppressed	44744	Suppressed
	"Phelps County, MO"	"29161"	"2018"	"2018"	Suppressed	44732	Suppressed
	"Phelps County, MO"	"29161"	"2019"	"2019"	Suppressed	44573	Suppressed
	"Phelps County, MO"	"29161"	"2020 "	"2020"	Suppressed	44414	Suppressed
	"Pike County, MO"	"29163"	"2016"	"2016"	Suppressed	18438	Suppressed
	"Pike County, MO"	"29163"	"2017"	"2017"	Suppressed	18567	Suppressed
	"Pike County, MO"	"29163"	"2018"	"2018"	Suppressed	18504	Suppressed
	"Pike County, MO"	"29163"	"2019"	"2019"	Suppressed	18302	Suppressed
	"Pike County, MO"	"29163"	"2020 "	"2020"	Suppressed	17552	Suppressed
	"Platte County, MO"	"29165"	"2016"	"2016"	Suppressed	98309	Suppressed
	"Platte County, MO"	"29165"	"2017"	"2017"	Suppressed	101187	Suppressed
	"Platte County, MO"	"29165"	"2018"	"2018"	Suppressed	102985	Suppressed
	"Platte County, MO"	"29165"	"2019"	"2019"	Suppressed	104418	Suppressed
	"Platte County, MO"	"29165"	"2020 "	"2020"	Suppressed	106532	Suppressed
	"Polk County, MO"	"29167"	"2016"	"2016"	Suppressed	31285	Suppressed
	"Polk County, MO"	"29167"	"2017"	"2017"	Suppressed	31794	Suppressed
	"Polk County, MO"	"29167"	"2018"	"2018"	Suppressed	32201	Suppressed
	"Polk County, MO"	"29167"	"2019"	"2019"	Suppressed	32149	Suppressed
	"Polk County, MO"	"29167"	"2020 "	"2020"	Suppressed	32490	Suppressed
	"Pulaski County, MO"	"29169"	"2016"	"2016"	Suppressed	52654	Suppressed
	"Pulaski County, MO"	"29169"	"2017"	"2017"	Suppressed	52059	Suppressed
	"Pulaski County, MO"	"29169"	"2018"	"2018"	Suppressed	52014	Suppressed
	"Pulaski County, MO"	"29169"	"2019"	"2019"	Suppressed	52607	Suppressed
	"Pulaski County, MO"	"29169"	"2020 "	"2020"	Suppressed	52709	Suppressed
	"Putnam County, MO"	"29171"	"2016"	"2016"	Suppressed	4853	Suppressed
	"Putnam County, MO"	"29171"	"2017"	"2017"	Suppressed	4811	Suppressed
	"Putnam County, MO"	"29171"	"2018"	"2018"	Suppressed	4757	Suppressed
	"Putnam County, MO"	"29171"	"2019"	"2019"	Suppressed	4696	Suppressed
	"Putnam County, MO"	"29171"	"2020 "	"2020"	Suppressed	4688	Suppressed
	"Ralls County, MO"	"29173"	"2016"	"2016"	Suppressed	10224	Suppressed
	"Ralls County, MO"	"29173"	"2017"	"2017"	Suppressed	10224	Suppressed
	"Ralls County, MO"	"29173"	"2018"	"2018"	Suppressed	10212	Suppressed
	"Ralls County, MO"	"29173"	"2019"	"2019"	Suppressed	10309	Suppressed
	"Ralls County, MO"	"29173"	"2020 "	"2020"	Suppressed	10299	Suppressed
	"Randolph County, MO"	"29175"	"2016"	"2016"	Suppressed	24989	Suppressed
	"Randolph County, MO"	"29175"	"2017"	"2017"	Suppressed	24945	Suppressed
	"Randolph County, MO"	"29175"	"2018"	"2018"	Suppressed	24763	Suppressed
	"Randolph County, MO"	"29175"	"2019"	"2019"	Suppressed	24748	Suppressed
	"Randolph County, MO"	"29175"	"2020 "	"2020"	Suppressed	24409	Suppressed
	"Ray County, MO"	"29177"	"2016"	"2016"	Suppressed	22754	Suppressed
	"Ray County, MO"	"29177"	"2017"	"2017"	Suppressed	22855	Suppressed
	"Ray County, MO"	"29177"	"2018"	"2018"	Suppressed	22883	Suppressed
	"Ray County, MO"	"29177"	"2019"	"2019"	Suppressed	23018	Suppressed
	"Ray County, MO"	"29177"	"2020 "	"2020"	Suppressed	22915	Suppressed
	"Reynolds County, MO"	"29179"	"2016"	"2016"	Suppressed	6455	Suppressed
	"Reynolds County, MO"	"29179"	"2017"	"2017"	Suppressed	6275	Suppressed
	"Reynolds County, MO"	"29179"	"2018"	"2018"	Suppressed	6254	Suppressed
	"Reynolds County, MO"	"29179"	"2019"	"2019"	Suppressed	6270	Suppressed
	"Reynolds County, MO"	"29179"	"2020 "	"2020"	Suppressed	6198	Suppressed
	"Ripley County, MO"	"29181"	"2016"	"2016"	Suppressed	13817	Suppressed
	"Ripley County, MO"	"29181"	"2017"	"2017"	Suppressed	13564	Suppressed
	"Ripley County, MO"	"29181"	"2018"	"2018"	Suppressed	13401	Suppressed
	"Ripley County, MO"	"29181"	"2019"	"2019"	Suppressed	13288	Suppressed
	"Ripley County, MO"	"29181"	"2020 "	"2020"	Suppressed	13300	Suppressed
	"St. Charles County, MO"	"29183"	"2016"	"2016"	22	390918	5.6
	"St. Charles County, MO"	"29183"	"2017"	"2017"	13	395504	Unreliable
	"St. Charles County, MO"	"29183"	"2018"	"2018"	22	399182	5.5
	"St. Charles County, MO"	"29183"	"2019"	"2019"	19	402022	Unreliable
	"St. Charles County, MO"	"29183"	"2020 "	"2020"	14	406204	Unreliable
	"St. Clair County, MO"	"29185"	"2016"	"2016"	Suppressed	9272	Suppressed
	"St. Clair County, MO"	"29185"	"2017"	"2017"	Suppressed	9362	Suppressed
	"St. Clair County, MO"	"29185"	"2018"	"2018"	Suppressed	9395	Suppressed
	"St. Clair County, MO"	"29185"	"2019"	"2019"	Suppressed	9397	Suppressed
	"St. Clair County, MO"	"29185"	"2020 "	"2020"	Suppressed	9689	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2016"	"2016"	Suppressed	18030	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2017"	"2017"	Suppressed	17843	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2018"	"2018"	Suppressed	17888	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2019"	"2019"	Suppressed	17894	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2020 "	"2020"	Suppressed	17924	Suppressed
	"St. Francois County, MO"	"29187"	"2016"	"2016"	Suppressed	66627	Suppressed
	"St. Francois County, MO"	"29187"	"2017"	"2017"	Suppressed	66705	Suppressed
	"St. Francois County, MO"	"29187"	"2018"	"2018"	Suppressed	66692	Suppressed
	"St. Francois County, MO"	"29187"	"2019"	"2019"	Suppressed	67215	Suppressed
	"St. Francois County, MO"	"29187"	"2020 "	"2020"	Suppressed	66485	Suppressed
	"St. Louis County, MO"	"29189"	"2016"	"2016"	44	998581	4.4
	"St. Louis County, MO"	"29189"	"2017"	"2017"	50	996726	5.0
	"St. Louis County, MO"	"29189"	"2018"	"2018"	45	996945	4.5
	"St. Louis County, MO"	"29189"	"2019"	"2019"	45	994205	4.5
	"St. Louis County, MO"	"29189"	"2020 "	"2020"	51	994020	5.1
	"Saline County, MO"	"29195"	"2016"	"2016"	Suppressed	22980	Suppressed
	"Saline County, MO"	"29195"	"2017"	"2017"	Suppressed	22660	Suppressed
	"Saline County, MO"	"29195"	"2018"	"2018"	Suppressed	22895	Suppressed
	"Saline County, MO"	"29195"	"2019"	"2019"	Suppressed	22761	Suppressed
	"Saline County, MO"	"29195"	"2020 "	"2020"	Suppressed	22858	Suppressed
	"Schuyler County, MO"	"29197"	"2016"	"2016"	Suppressed	4394	Suppressed
	"Schuyler County, MO"	"29197"	"2017"	"2017"	Suppressed	4508	Suppressed
	"Schuyler County, MO"	"29197"	"2018"	"2018"	Suppressed	4599	Suppressed
	"Schuyler County, MO"	"29197"	"2019"	"2019"	Suppressed	4660	Suppressed
	"Schuyler County, MO"	"29197"	"2020 "	"2020"	Suppressed	4534	Suppressed
	"Scotland County, MO"	"29199"	"2016"	"2016"	Suppressed	4932	Suppressed
	"Scotland County, MO"	"29199"	"2017"	"2017"	Suppressed	4963	Suppressed
	"Scotland County, MO"	"29199"	"2018"	"2018"	Suppressed	4966	Suppressed
	"Scotland County, MO"	"29199"	"2019"	"2019"	Suppressed	4902	Suppressed
	"Scotland County, MO"	"29199"	"2020 "	"2020"	Suppressed	4871	Suppressed
	"Scott County, MO"	"29201"	"2016"	"2016"	Suppressed	38745	Suppressed
	"Scott County, MO"	"29201"	"2017"	"2017"	Suppressed	38541	Suppressed
	"Scott County, MO"	"29201"	"2018"	"2018"	Suppressed	38458	Suppressed
	"Scott County, MO"	"29201"	"2019"	"2019"	Suppressed	38280	Suppressed
	"Scott County, MO"	"29201"	"2020 "	"2020"	Suppressed	38288	Suppressed
	"Shannon County, MO"	"29203"	"2016"	"2016"	Suppressed	8168	Suppressed
	"Shannon County, MO"	"29203"	"2017"	"2017"	Suppressed	8249	Suppressed
	"Shannon County, MO"	"29203"	"2018"	"2018"	Suppressed	8189	Suppressed
	"Shannon County, MO"	"29203"	"2019"	"2019"	Suppressed	8166	Suppressed
	"Shannon County, MO"	"29203"	"2020 "	"2020"	Suppressed	8203	Suppressed
	"Shelby County, MO"	"29205"	"2016"	"2016"	Suppressed	6082	Suppressed
	"Shelby County, MO"	"29205"	"2017"	"2017"	Suppressed	6021	Suppressed
	"Shelby County, MO"	"29205"	"2018"	"2018"	Suppressed	6050	Suppressed
	"Shelby County, MO"	"29205"	"2019"	"2019"	Suppressed	5930	Suppressed
	"Shelby County, MO"	"29205"	"2020 "	"2020"	Suppressed	5919	Suppressed
	"Stoddard County, MO"	"29207"	"2016"	"2016"	Suppressed	29588	Suppressed
	"Stoddard County, MO"	"29207"	"2017"	"2017"	Suppressed	29369	Suppressed
	"Stoddard County, MO"	"29207"	"2018"	"2018"	Suppressed	29206	Suppressed
	"Stoddard County, MO"	"29207"	"2019"	"2019"	Suppressed	29025	Suppressed
	"Stoddard County, MO"	"29207"	"2020 "	"2020"	Suppressed	29001	Suppressed
	"Stone County, MO"	"29209"	"2016"	"2016"	Suppressed	31047	Suppressed
	"Stone County, MO"	"29209"	"2017"	"2017"	Suppressed	31699	Suppressed
	"Stone County, MO"	"29209"	"2018"	"2018"	Suppressed	31749	Suppressed
	"Stone County, MO"	"29209"	"2019"	"2019"	Suppressed	31952	Suppressed
	"Stone County, MO"	"29209"	"2020 "	"2020"	Suppressed	32465	Suppressed
	"Sullivan County, MO"	"29211"	"2016"	"2016"	Suppressed	6262	Suppressed
	"Sullivan County, MO"	"29211"	"2017"	"2017"	Suppressed	6229	Suppressed
	"Sullivan County, MO"	"29211"	"2018"	"2018"	Suppressed	6221	Suppressed
	"Sullivan County, MO"	"29211"	"2019"	"2019"	Suppressed	6089	Suppressed
	"Sullivan County, MO"	"29211"	"2020 "	"2020"	Suppressed	6033	Suppressed
	"Taney County, MO"	"29213"	"2016"	"2016"	Suppressed	54735	Suppressed
	"Taney County, MO"	"29213"	"2017"	"2017"	Suppressed	55355	Suppressed
	"Taney County, MO"	"29213"	"2018"	"2018"	Suppressed	55852	Suppressed
	"Taney County, MO"	"29213"	"2019"	"2019"	Suppressed	55928	Suppressed
	"Taney County, MO"	"29213"	"2020 "	"2020"	Suppressed	56104	Suppressed
	"Texas County, MO"	"29215"	"2016"	"2016"	Suppressed	25775	Suppressed
	"Texas County, MO"	"29215"	"2017"	"2017"	Suppressed	25735	Suppressed
	"Texas County, MO"	"29215"	"2018"	"2018"	Suppressed	25571	Suppressed
	"Texas County, MO"	"29215"	"2019"	"2019"	Suppressed	25398	Suppressed
	"Texas County, MO"	"29215"	"2020 "	"2020"	Suppressed	25112	Suppressed
	"Vernon County, MO"	"29217"	"2016"	"2016"	Suppressed	20723	Suppressed
	"Vernon County, MO"	"29217"	"2017"	"2017"	Suppressed	20437	Suppressed
	"Vernon County, MO"	"29217"	"2018"	"2018"	Suppressed	20528	Suppressed
	"Vernon County, MO"	"29217"	"2019"	"2019"	Suppressed	20563	Suppressed
	"Vernon County, MO"	"29217"	"2020 "	"2020"	Suppressed	20388	Suppressed
	"Warren County, MO"	"29219"	"2016"	"2016"	Suppressed	33802	Suppressed
	"Warren County, MO"	"29219"	"2017"	"2017"	Suppressed	34373	Suppressed
	"Warren County, MO"	"29219"	"2018"	"2018"	Suppressed	34711	Suppressed
	"Warren County, MO"	"29219"	"2019"	"2019"	Suppressed	35649	Suppressed
	"Warren County, MO"	"29219"	"2020 "	"2020"	Suppressed	36594	Suppressed
	"Washington County, MO"	"29221"	"2016"	"2016"	Suppressed	24839	Suppressed
	"Washington County, MO"	"29221"	"2017"	"2017"	Suppressed	25022	Suppressed
	"Washington County, MO"	"29221"	"2018"	"2018"	Suppressed	24943	Suppressed
	"Washington County, MO"	"29221"	"2019"	"2019"	Suppressed	24730	Suppressed
	"Washington County, MO"	"29221"	"2020 "	"2020"	Suppressed	24604	Suppressed
	"Wayne County, MO"	"29223"	"2016"	"2016"	Suppressed	13139	Suppressed
	"Wayne County, MO"	"29223"	"2017"	"2017"	Suppressed	13296	Suppressed
	"Wayne County, MO"	"29223"	"2018"	"2018"	Suppressed	13122	Suppressed
	"Wayne County, MO"	"29223"	"2019"	"2019"	Suppressed	12873	Suppressed
	"Wayne County, MO"	"29223"	"2020 "	"2020"	Suppressed	12769	Suppressed
	"Webster County, MO"	"29225"	"2016"	"2016"	Suppressed	38106	Suppressed
	"Webster County, MO"	"29225"	"2017"	"2017"	Suppressed	38665	Suppressed
	"Webster County, MO"	"29225"	"2018"	"2018"	Suppressed	39109	Suppressed
	"Webster County, MO"	"29225"	"2019"	"2019"	Suppressed	39592	Suppressed
	"Webster County, MO"	"29225"	"2020 "	"2020"	Suppressed	39859	Suppressed
	"Worth County, MO"	"29227"	"2016"	"2016"	Suppressed	2024	Suppressed
	"Worth County, MO"	"29227"	"2017"	"2017"	Suppressed	2057	Suppressed
	"Worth County, MO"	"29227"	"2018"	"2018"	Suppressed	2040	Suppressed
	"Worth County, MO"	"29227"	"2019"	"2019"	Suppressed	2013	Suppressed
	"Worth County, MO"	"29227"	"2020 "	"2020"	Suppressed	1953	Suppressed
	"Wright County, MO"	"29229"	"2016"	"2016"	Suppressed	18286	Suppressed
	"Wright County, MO"	"29229"	"2017"	"2017"	Suppressed	18331	Suppressed
	"Wright County, MO"	"29229"	"2018"	"2018"	Suppressed	18378	Suppressed
	"Wright County, MO"	"29229"	"2019"	"2019"	Suppressed	18289	Suppressed
	"Wright County, MO"	"29229"	"2020 "	"2020"	Suppressed	18325	Suppressed
	"St. Louis city, MO"	"29510"	"2016"	"2016"	30	311404	9.6
	"St. Louis city, MO"	"29510"	"2017"	"2017"	29	308626	9.4
	"St. Louis city, MO"	"29510"	"2018"	"2018"	26	302838	8.6
	"St. Louis city, MO"	"29510"	"2019"	"2019"	24	300576	8.0
	"St. Louis city, MO"	"29510"	"2020 "	"2020"	22	297645	7.4
	"Beaverhead County, MT"	"30001"	"2016"	"2016"	Suppressed	9401	Suppressed
	"Beaverhead County, MT"	"30001"	"2017"	"2017"	Suppressed	9434	Suppressed
	"Beaverhead County, MT"	"30001"	"2018"	"2018"	Suppressed	9404	Suppressed
	"Beaverhead County, MT"	"30001"	"2019"	"2019"	Suppressed	9453	Suppressed
	"Beaverhead County, MT"	"30001"	"2020 "	"2020"	Suppressed	9483	Suppressed
	"Big Horn County, MT"	"30003"	"2016"	"2016"	Suppressed	13343	Suppressed
	"Big Horn County, MT"	"30003"	"2017"	"2017"	Suppressed	13360	Suppressed
	"Big Horn County, MT"	"30003"	"2018"	"2018"	Suppressed	13338	Suppressed
	"Big Horn County, MT"	"30003"	"2019"	"2019"	Suppressed	13319	Suppressed
	"Big Horn County, MT"	"30003"	"2020 "	"2020"	Suppressed	13063	Suppressed
	"Blaine County, MT"	"30005"	"2016"	"2016"	Suppressed	6601	Suppressed
	"Blaine County, MT"	"30005"	"2017"	"2017"	Suppressed	6708	Suppressed
	"Blaine County, MT"	"30005"	"2018"	"2018"	Suppressed	6807	Suppressed
	"Blaine County, MT"	"30005"	"2019"	"2019"	Suppressed	6681	Suppressed
	"Blaine County, MT"	"30005"	"2020 "	"2020"	Suppressed	6568	Suppressed
	"Broadwater County, MT"	"30007"	"2016"	"2016"	Suppressed	5747	Suppressed
	"Broadwater County, MT"	"30007"	"2017"	"2017"	Suppressed	5936	Suppressed
	"Broadwater County, MT"	"30007"	"2018"	"2018"	Suppressed	6085	Suppressed
	"Broadwater County, MT"	"30007"	"2019"	"2019"	Suppressed	6237	Suppressed
	"Broadwater County, MT"	"30007"	"2020 "	"2020"	Suppressed	6444	Suppressed
	"Carbon County, MT"	"30009"	"2016"	"2016"	Suppressed	10460	Suppressed
	"Carbon County, MT"	"30009"	"2017"	"2017"	Suppressed	10696	Suppressed
	"Carbon County, MT"	"30009"	"2018"	"2018"	Suppressed	10714	Suppressed
	"Carbon County, MT"	"30009"	"2019"	"2019"	Suppressed	10725	Suppressed
	"Carbon County, MT"	"30009"	"2020 "	"2020"	Suppressed	10921	Suppressed
	"Carter County, MT"	"30011"	"2016"	"2016"	Suppressed	1203	Suppressed
	"Carter County, MT"	"30011"	"2017"	"2017"	Suppressed	1222	Suppressed
	"Carter County, MT"	"30011"	"2018"	"2018"	Suppressed	1238	Suppressed
	"Carter County, MT"	"30011"	"2019"	"2019"	Suppressed	1252	Suppressed
	"Carter County, MT"	"30011"	"2020 "	"2020"	Suppressed	1235	Suppressed
	"Cascade County, MT"	"30013"	"2016"	"2016"	Suppressed	81755	Suppressed
	"Cascade County, MT"	"30013"	"2017"	"2017"	Suppressed	81654	Suppressed
	"Cascade County, MT"	"30013"	"2018"	"2018"	Suppressed	81643	Suppressed
	"Cascade County, MT"	"30013"	"2019"	"2019"	Suppressed	81366	Suppressed
	"Cascade County, MT"	"30013"	"2020 "	"2020"	Suppressed	81346	Suppressed
	"Chouteau County, MT"	"30015"	"2016"	"2016"	Suppressed	5759	Suppressed
	"Chouteau County, MT"	"30015"	"2017"	"2017"	Suppressed	5765	Suppressed
	"Chouteau County, MT"	"30015"	"2018"	"2018"	Suppressed	5745	Suppressed
	"Chouteau County, MT"	"30015"	"2019"	"2019"	Suppressed	5635	Suppressed
	"Chouteau County, MT"	"30015"	"2020 "	"2020"	Suppressed	5699	Suppressed
	"Custer County, MT"	"30017"	"2016"	"2016"	Suppressed	11924	Suppressed
	"Custer County, MT"	"30017"	"2017"	"2017"	Suppressed	11721	Suppressed
	"Custer County, MT"	"30017"	"2018"	"2018"	Suppressed	11586	Suppressed
	"Custer County, MT"	"30017"	"2019"	"2019"	Suppressed	11402	Suppressed
	"Custer County, MT"	"30017"	"2020 "	"2020"	Suppressed	11292	Suppressed
	"Daniels County, MT"	"30019"	"2016"	"2016"	Suppressed	1755	Suppressed
	"Daniels County, MT"	"30019"	"2017"	"2017"	Suppressed	1737	Suppressed
	"Daniels County, MT"	"30019"	"2018"	"2018"	Suppressed	1747	Suppressed
	"Daniels County, MT"	"30019"	"2019"	"2019"	Suppressed	1690	Suppressed
	"Daniels County, MT"	"30019"	"2020 "	"2020"	Suppressed	1638	Suppressed
	"Dawson County, MT"	"30021"	"2016"	"2016"	Suppressed	9327	Suppressed
	"Dawson County, MT"	"30021"	"2017"	"2017"	Suppressed	8950	Suppressed
	"Dawson County, MT"	"30021"	"2018"	"2018"	Suppressed	8680	Suppressed
	"Dawson County, MT"	"30021"	"2019"	"2019"	Suppressed	8613	Suppressed
	"Dawson County, MT"	"30021"	"2020 "	"2020"	Suppressed	8555	Suppressed
	"Deer Lodge County, MT"	"30023"	"2016"	"2016"	Suppressed	9085	Suppressed
	"Deer Lodge County, MT"	"30023"	"2017"	"2017"	Suppressed	9106	Suppressed
	"Deer Lodge County, MT"	"30023"	"2018"	"2018"	Suppressed	9131	Suppressed
	"Deer Lodge County, MT"	"30023"	"2019"	"2019"	Suppressed	9140	Suppressed
	"Deer Lodge County, MT"	"30023"	"2020 "	"2020"	Suppressed	9204	Suppressed
	"Fallon County, MT"	"30025"	"2016"	"2016"	Suppressed	3120	Suppressed
	"Fallon County, MT"	"30025"	"2017"	"2017"	Suppressed	3009	Suppressed
	"Fallon County, MT"	"30025"	"2018"	"2018"	Suppressed	2920	Suppressed
	"Fallon County, MT"	"30025"	"2019"	"2019"	Suppressed	2846	Suppressed
	"Fallon County, MT"	"30025"	"2020 "	"2020"	Suppressed	2826	Suppressed
	"Fergus County, MT"	"30027"	"2016"	"2016"	Suppressed	11413	Suppressed
	"Fergus County, MT"	"30027"	"2017"	"2017"	Suppressed	11291	Suppressed
	"Fergus County, MT"	"30027"	"2018"	"2018"	Suppressed	11113	Suppressed
	"Fergus County, MT"	"30027"	"2019"	"2019"	Suppressed	11050	Suppressed
	"Fergus County, MT"	"30027"	"2020 "	"2020"	Suppressed	11104	Suppressed
	"Flathead County, MT"	"30029"	"2016"	"2016"	Suppressed	98082	Suppressed
	"Flathead County, MT"	"30029"	"2017"	"2017"	Suppressed	100000	Suppressed
	"Flathead County, MT"	"30029"	"2018"	"2018"	Suppressed	102106	Suppressed
	"Flathead County, MT"	"30029"	"2019"	"2019"	Suppressed	103806	Suppressed
	"Flathead County, MT"	"30029"	"2020 "	"2020"	Suppressed	105851	Suppressed
	"Gallatin County, MT"	"30031"	"2016"	"2016"	Suppressed	104502	Suppressed
	"Gallatin County, MT"	"30031"	"2017"	"2017"	Suppressed	107810	Suppressed
	"Gallatin County, MT"	"30031"	"2018"	"2018"	Suppressed	111876	Suppressed
	"Gallatin County, MT"	"30031"	"2019"	"2019"	Suppressed	114434	Suppressed
	"Gallatin County, MT"	"30031"	"2020 "	"2020"	Suppressed	116806	Suppressed
	"Garfield County, MT"	"30033"	"2016"	"2016"	Suppressed	1310	Suppressed
	"Garfield County, MT"	"30033"	"2017"	"2017"	Suppressed	1293	Suppressed
	"Garfield County, MT"	"30033"	"2018"	"2018"	Suppressed	1268	Suppressed
	"Garfield County, MT"	"30033"	"2019"	"2019"	Suppressed	1258	Suppressed
	"Garfield County, MT"	"30033"	"2020 "	"2020"	Suppressed	1268	Suppressed
	"Glacier County, MT"	"30035"	"2016"	"2016"	Suppressed	13694	Suppressed
	"Glacier County, MT"	"30035"	"2017"	"2017"	Suppressed	13640	Suppressed
	"Glacier County, MT"	"30035"	"2018"	"2018"	Suppressed	13747	Suppressed
	"Glacier County, MT"	"30035"	"2019"	"2019"	Suppressed	13753	Suppressed
	"Glacier County, MT"	"30035"	"2020 "	"2020"	Suppressed	13594	Suppressed
	"Golden Valley County, MT"	"30037"	"2016"	"2016"	Suppressed	831	Suppressed
	"Golden Valley County, MT"	"30037"	"2017"	"2017"	Suppressed	822	Suppressed
	"Golden Valley County, MT"	"30037"	"2018"	"2018"	Suppressed	826	Suppressed
	"Golden Valley County, MT"	"30037"	"2019"	"2019"	Suppressed	821	Suppressed
	"Golden Valley County, MT"	"30037"	"2020 "	"2020"	Suppressed	827	Suppressed
	"Granite County, MT"	"30039"	"2016"	"2016"	Suppressed	3368	Suppressed
	"Granite County, MT"	"30039"	"2017"	"2017"	Suppressed	3358	Suppressed
	"Granite County, MT"	"30039"	"2018"	"2018"	Suppressed	3378	Suppressed
	"Granite County, MT"	"30039"	"2019"	"2019"	Suppressed	3379	Suppressed
	"Granite County, MT"	"30039"	"2020 "	"2020"	Suppressed	3317	Suppressed
	"Hill County, MT"	"30041"	"2016"	"2016"	Suppressed	16542	Suppressed
	"Hill County, MT"	"30041"	"2017"	"2017"	Suppressed	16463	Suppressed
	"Hill County, MT"	"30041"	"2018"	"2018"	Suppressed	16347	Suppressed
	"Hill County, MT"	"30041"	"2019"	"2019"	Suppressed	16484	Suppressed
	"Hill County, MT"	"30041"	"2020 "	"2020"	Suppressed	16358	Suppressed
	"Jefferson County, MT"	"30043"	"2016"	"2016"	Suppressed	11853	Suppressed
	"Jefferson County, MT"	"30043"	"2017"	"2017"	Suppressed	11891	Suppressed
	"Jefferson County, MT"	"30043"	"2018"	"2018"	Suppressed	12097	Suppressed
	"Jefferson County, MT"	"30043"	"2019"	"2019"	Suppressed	12221	Suppressed
	"Jefferson County, MT"	"30043"	"2020 "	"2020"	Suppressed	12360	Suppressed
	"Judith Basin County, MT"	"30045"	"2016"	"2016"	Suppressed	1940	Suppressed
	"Judith Basin County, MT"	"30045"	"2017"	"2017"	Suppressed	1961	Suppressed
	"Judith Basin County, MT"	"30045"	"2018"	"2018"	Suppressed	1952	Suppressed
	"Judith Basin County, MT"	"30045"	"2019"	"2019"	Suppressed	2007	Suppressed
	"Judith Basin County, MT"	"30045"	"2020 "	"2020"	Suppressed	1994	Suppressed
	"Lake County, MT"	"30047"	"2016"	"2016"	Suppressed	29758	Suppressed
	"Lake County, MT"	"30047"	"2017"	"2017"	Suppressed	30273	Suppressed
	"Lake County, MT"	"30047"	"2018"	"2018"	Suppressed	30250	Suppressed
	"Lake County, MT"	"30047"	"2019"	"2019"	Suppressed	30458	Suppressed
	"Lake County, MT"	"30047"	"2020 "	"2020"	Suppressed	30986	Suppressed
	"Lewis and Clark County, MT"	"30049"	"2016"	"2016"	Suppressed	67282	Suppressed
	"Lewis and Clark County, MT"	"30049"	"2017"	"2017"	Suppressed	67773	Suppressed
	"Lewis and Clark County, MT"	"30049"	"2018"	"2018"	Suppressed	68700	Suppressed
	"Lewis and Clark County, MT"	"30049"	"2019"	"2019"	Suppressed	69432	Suppressed
	"Lewis and Clark County, MT"	"30049"	"2020 "	"2020"	Suppressed	70229	Suppressed
